transactionId,accountId,amount,type,date
2718,644,498.7,withdrawal,08/17/23
2719,592,372.9,deposit,05/25/23
2720,1074,55.3,withdrawal,01/26/24
2721,1705,190.5,deposit,08/26/23
2722,643,241.1,deposit,03/22/23
2723,461,95.4,deposit,03/02/24
2724,786,304.5,withdrawal,01/21/23
2725,1174,347.2,deposit,04/13/23
2726,1275,269.2,withdrawal,02/16/23
2727,1301,376,deposit,02/01/24
2728,1426,56.1,withdrawal,03/09/24
2729,1350,409.2,withdrawal,01/13/23
2730,1400,23.4,withdrawal,06/22/23
2731,712,391.3,withdrawal,02/16/23
2732,1061,348.7,withdrawal,02/17/24
2733,932,450.1,withdrawal,05/12/24
2734,1736,289.8,deposit,01/16/23
2735,613,214.7,withdrawal,03/01/24
2736,45,115.8,deposit,04/06/24
2737,1560,162.2,withdrawal,05/01/23
2738,1037,27.8,withdrawal,09/24/23
2739,1558,161.5,withdrawal,01/18/24
2740,1580,389.4,deposit,01/31/23
2741,304,390,deposit,03/18/23
2742,1595,143.8,deposit,10/12/23
2743,820,322.2,withdrawal,05/21/23
2744,459,128.2,deposit,05/25/24
2745,1665,106.5,deposit,04/24/23
2746,1764,51.3,withdrawal,05/31/24
2747,1321,371.9,withdrawal,06/24/23
2748,110,227.1,deposit,07/09/23
2749,1019,427.6,deposit,05/18/24
2750,1714,465,deposit,05/29/24
2751,314,72.8,withdrawal,06/30/23
2752,1457,280.3,withdrawal,04/26/23
2753,412,246.2,withdrawal,09/07/23
2754,230,35.8,deposit,07/24/23
2755,164,189.5,deposit,01/11/23
2756,365,391.5,withdrawal,02/21/24
2757,1410,427.9,withdrawal,02/05/24
2758,1298,49.4,deposit,04/30/24
2759,545,318.4,withdrawal,02/09/23
2760,1745,148.2,deposit,03/10/24
2761,1155,59.3,deposit,07/13/23
2762,892,169.7,withdrawal,10/06/23
2763,1045,371.4,deposit,06/11/23
2764,1800,263.9,deposit,12/05/23
2765,174,163.6,deposit,05/18/24
2766,206,121.1,deposit,04/12/23
2767,1497,494.8,withdrawal,10/14/23
2768,1600,148.6,withdrawal,12/12/23
2769,1708,477.6,withdrawal,05/04/24
2770,1327,442.3,withdrawal,05/01/23
2771,515,81.3,deposit,04/03/24
2772,1155,416,withdrawal,05/24/23
2773,1759,210.7,deposit,07/21/23
2774,316,180.7,deposit,05/06/24
2775,286,348.3,withdrawal,03/02/24
2776,42,171.6,withdrawal,07/25/23
2777,797,272.2,withdrawal,01/26/23
2778,651,204.2,deposit,04/15/24
2779,1751,73.6,withdrawal,02/11/23
2780,556,478.4,withdrawal,12/19/23
2781,1627,16.9,withdrawal,05/21/24
2782,692,458.5,withdrawal,09/05/23
2783,45,12.4,deposit,01/09/24
2784,1574,452.4,withdrawal,12/20/23
2785,33,184.9,withdrawal,02/26/24
2786,1382,450.8,withdrawal,01/20/24
2787,770,403.8,withdrawal,05/16/24
2788,922,284.7,withdrawal,02/06/23
2789,1718,325.3,deposit,09/23/23
2790,1751,50.1,deposit,08/27/23
2791,578,483.6,deposit,01/18/23
2792,717,343.7,deposit,02/20/23
2793,428,53,withdrawal,11/25/23
2794,98,259.1,deposit,01/21/24
2795,1428,243.6,withdrawal,06/24/23
2796,1464,51.2,deposit,10/17/23
2797,118,244.7,withdrawal,01/20/24
2798,1795,392.6,deposit,12/29/23
2799,1494,187.5,withdrawal,11/09/23
2800,1227,362,withdrawal,05/30/24
2801,851,66.5,deposit,03/22/24
2802,1482,346.8,withdrawal,11/17/23
2803,1477,173.9,deposit,03/02/24
2804,1257,409.9,deposit,04/07/23
2805,21,400.5,deposit,09/08/23
2806,489,237.1,withdrawal,11/08/23
2807,501,409.1,deposit,01/04/23
2808,461,138.9,withdrawal,11/10/23
2809,1240,84.7,deposit,11/02/23
2810,68,308.5,deposit,04/05/24
2811,1053,218.4,withdrawal,07/02/23
2812,1150,429,withdrawal,11/16/23
2813,678,333.1,withdrawal,03/13/23
2814,708,29,deposit,02/04/23
2815,357,497.8,withdrawal,01/24/23
2816,551,274.1,deposit,10/09/23
2817,1606,214.9,deposit,04/15/23
2818,1495,445.4,withdrawal,09/06/23
2819,620,85.6,withdrawal,06/12/23
2820,192,424,deposit,01/13/24
2821,511,190.9,deposit,10/07/23
2822,680,481.6,withdrawal,03/16/23
2823,1734,491.6,withdrawal,07/25/23
2824,618,146.3,deposit,04/09/23
2825,1447,271.6,withdrawal,04/21/23
2826,103,87.6,withdrawal,11/23/23
2827,1723,177.7,deposit,09/19/23
2828,1460,246.6,withdrawal,04/18/23
2829,1184,158.7,deposit,03/17/23
2830,205,332.6,deposit,05/05/24
2831,731,43.5,deposit,01/11/24
2832,1416,19.5,deposit,03/30/23
2833,1480,401.6,deposit,02/25/23
2834,64,119.2,withdrawal,05/03/23
2835,395,24.8,deposit,05/12/24
2836,392,167.2,withdrawal,10/03/23
2837,1561,475.2,withdrawal,06/04/23
2838,489,117.9,deposit,02/21/23
2839,955,323,withdrawal,04/24/24
2840,696,243,deposit,10/20/23
2841,618,335.5,deposit,09/01/23
2842,867,343.7,withdrawal,01/24/24
2843,529,84.6,deposit,09/15/23
2844,655,219.1,deposit,01/15/23
2845,3,395.7,withdrawal,05/07/23
2846,1017,107.3,withdrawal,01/09/23
2847,165,205.4,deposit,03/10/24
2848,180,395.5,deposit,08/04/23
2849,967,453.3,withdrawal,05/29/24
2850,1537,224.4,withdrawal,04/13/23
2851,1041,351.8,withdrawal,11/03/23
2852,734,470.9,deposit,12/18/23
2853,1117,101.9,deposit,04/03/23
2854,327,141,deposit,11/29/23
2855,278,121.7,deposit,04/07/24
2856,728,250.5,withdrawal,02/27/23
2857,868,360.7,withdrawal,04/24/24
2858,1154,48.8,withdrawal,02/17/23
2859,1137,495.6,deposit,08/03/23
2860,1427,482.9,withdrawal,04/29/23
2861,491,367.7,deposit,05/19/24
2862,952,263,withdrawal,09/08/23
2863,440,13.6,deposit,05/11/24
2864,313,418.2,deposit,08/16/23
2865,286,96.2,withdrawal,12/31/23
2866,1621,313.5,deposit,05/03/23
2867,144,168.8,deposit,10/04/23
2868,1776,422.8,withdrawal,05/16/23
2869,1212,161,deposit,12/10/23
2870,384,88,deposit,07/28/23
2871,1741,144,withdrawal,05/13/23
2872,139,372.8,withdrawal,04/18/23
2873,1737,25.3,deposit,01/27/24
2874,1511,451.4,withdrawal,06/13/23
2875,859,495.5,deposit,03/06/23
2876,1387,411.8,deposit,01/30/24
2877,1458,47.8,deposit,04/11/23
2878,442,283.7,deposit,10/02/23
2879,1099,117.6,withdrawal,04/13/24
2880,705,463,withdrawal,11/16/23
2881,1409,432.6,withdrawal,04/11/24
2882,221,433.2,deposit,03/18/23
2883,393,376.7,withdrawal,09/21/23
2884,215,476.9,deposit,01/31/23
2885,1230,301.5,withdrawal,02/25/23
2886,395,500.5,withdrawal,12/28/23
2887,836,202.4,deposit,02/07/24
2888,1051,285.6,deposit,05/29/23
2889,1784,160.1,deposit,06/09/23
2890,1458,195.1,withdrawal,10/17/23
2891,1301,154.7,withdrawal,03/23/24
2892,100,392.8,withdrawal,11/25/23
2893,1126,348.1,deposit,03/01/24
2894,306,251.4,withdrawal,03/05/24
2895,65,372.3,deposit,04/30/24
2896,1069,321.7,withdrawal,05/01/24
2897,937,50.7,deposit,07/29/23
2898,1398,233.7,deposit,05/29/23
2899,1285,500,withdrawal,03/16/24
2900,1065,202.9,withdrawal,07/31/23
2901,1022,44.8,deposit,02/01/23
2902,786,149.7,withdrawal,01/06/23
2903,1369,467.9,withdrawal,03/16/23
2904,1044,197.8,deposit,05/15/23
2905,78,446.8,withdrawal,08/18/23
2906,617,169,withdrawal,12/08/23
2907,931,473,deposit,06/20/23
2908,678,476,withdrawal,05/17/23
2909,232,100.2,withdrawal,02/14/24
2910,639,433.3,withdrawal,02/14/24
2911,874,399.2,withdrawal,02/20/24
2912,1681,8.2,deposit,09/25/23
2913,421,396.3,deposit,01/08/23
2914,1318,498.4,deposit,09/07/23
2915,1467,266.7,deposit,05/04/24
2916,981,108.1,deposit,11/17/23
2917,28,337.8,deposit,05/12/24
2918,758,468.3,deposit,12/25/23
2919,26,454.1,withdrawal,08/25/23
2920,153,54.9,deposit,05/28/23
2921,1543,214.9,withdrawal,06/16/23
2922,1532,94.2,withdrawal,10/07/23
2923,1006,212.8,deposit,05/13/23
2924,156,282.8,deposit,09/27/23
2925,1503,94,withdrawal,03/20/24
2926,67,390.3,deposit,04/06/23
2927,910,73.1,withdrawal,12/02/23
2928,1780,267.7,withdrawal,03/18/23
2929,559,470.2,deposit,01/09/24
2930,1461,386.6,deposit,05/21/23
2931,481,120.6,deposit,02/11/24
2932,433,76.6,withdrawal,11/19/23
2933,1647,188.4,withdrawal,11/22/23
2934,650,55.5,deposit,03/20/24
2935,865,312.3,withdrawal,04/20/23
2936,1025,297.9,deposit,05/01/24
2937,333,65.1,deposit,05/16/23
2938,797,76.1,withdrawal,01/30/24
2939,1077,160.8,deposit,06/04/23
2940,861,14,deposit,05/06/24
2941,1181,475.3,deposit,11/08/23
2942,1564,128.5,withdrawal,02/27/24
2943,760,133.3,deposit,05/24/24
2944,1531,32.1,deposit,06/21/23
2945,12,357.5,deposit,11/05/23
2946,701,5.1,deposit,10/21/23
2947,1688,415.8,withdrawal,05/20/24
2948,538,164.4,deposit,01/07/23
2949,814,96.3,deposit,04/03/24
2950,1634,331.9,deposit,12/28/23
2951,1450,355.9,deposit,11/24/23
2952,1064,95.6,deposit,03/10/24
2953,301,136.4,deposit,09/06/23
2954,1481,299,withdrawal,07/09/23
2955,1329,326.4,deposit,06/26/23
2956,1253,226.7,deposit,04/14/24
2957,718,71.5,withdrawal,01/06/24
2958,1236,493.2,withdrawal,01/05/24
2959,644,95.8,withdrawal,01/07/24
2960,854,365.7,deposit,07/07/23
2961,1473,406.8,deposit,06/29/23
2962,103,167.2,withdrawal,03/10/23
2963,877,337.1,deposit,05/03/24
2964,1562,62.1,withdrawal,04/05/23
2965,1777,286.1,deposit,05/26/23
2966,1286,212.2,deposit,04/29/23
2967,400,95.4,withdrawal,01/08/23
2968,1433,111.1,deposit,11/25/23
2969,715,50.9,withdrawal,04/26/23
2970,1630,9.2,withdrawal,03/02/24
2971,292,210.3,withdrawal,11/10/23
2972,149,417.9,withdrawal,07/24/23
2973,1601,49.7,withdrawal,12/12/23
2974,1481,436.5,deposit,02/17/24
2975,853,221.5,deposit,02/19/23
2976,1091,130,withdrawal,09/11/23
2977,377,166.7,withdrawal,07/27/23
2978,95,94,withdrawal,04/13/23
2979,1582,328.9,deposit,04/26/23
2980,1594,437,deposit,06/03/23
2981,175,235.6,deposit,08/15/23
2982,1720,150,withdrawal,03/05/24
2983,1339,158.1,deposit,03/27/24
2984,1187,436.8,deposit,03/19/24
2985,840,421.3,deposit,09/29/23
2986,208,449.3,deposit,05/20/24
2987,1715,24,deposit,10/13/23
2988,560,329.7,deposit,05/09/23
2989,664,213.3,withdrawal,01/03/24
2990,42,267.6,withdrawal,06/21/23
2991,754,183.2,deposit,01/17/24
2992,1534,169.6,deposit,04/02/24
2993,1103,498.7,deposit,03/18/24
2994,1474,272.1,deposit,06/05/23
2995,1738,222,deposit,07/24/23
2996,1449,70.3,withdrawal,11/09/23
2997,1265,201.4,withdrawal,07/17/23
2998,1460,136.8,deposit,05/06/23
2999,165,172.4,deposit,04/15/24
3000,424,174.4,withdrawal,05/27/23
3001,1380,17.8,deposit,05/20/23
3002,306,336.9,deposit,02/04/24
3003,1351,491.3,deposit,04/13/24
3004,864,459.7,deposit,06/24/23
3005,141,261.6,withdrawal,05/13/23
3006,1274,379.5,deposit,12/12/23
3007,1012,9.2,deposit,07/10/23
3008,1120,500.1,withdrawal,09/28/23
3009,729,137.3,withdrawal,02/02/23
3010,876,212,withdrawal,08/10/23
3011,1065,431.3,deposit,11/30/23
3012,299,204.5,deposit,07/17/23
3013,1157,75.1,withdrawal,01/06/23
3014,228,107.4,withdrawal,04/10/24
3015,375,196.1,deposit,03/28/24
3016,1714,401.6,withdrawal,03/20/23
3017,494,486.5,deposit,05/15/24
3018,808,140.4,deposit,02/28/24
3019,700,407.4,withdrawal,07/28/23
3020,1129,224.7,withdrawal,09/03/23
3021,1595,30.8,withdrawal,01/16/24
3022,495,128.2,withdrawal,03/16/24
3023,890,481,withdrawal,02/19/24
3024,1320,9.1,deposit,05/04/24
3025,1358,241.1,withdrawal,08/24/23
3026,427,267.7,withdrawal,03/15/23
3027,893,127.9,deposit,02/28/23
3028,1732,224.5,deposit,05/16/23
3029,659,198.5,deposit,09/30/23
3030,1421,201.2,deposit,02/11/24
3031,523,258.7,withdrawal,03/27/24
3032,917,403,deposit,02/23/24
3033,1161,223.3,withdrawal,02/10/23
3034,327,453.1,withdrawal,05/01/23
3035,1359,448.7,withdrawal,03/29/23
3036,15,184.6,deposit,09/12/23
3037,983,29.7,withdrawal,03/06/24
3038,1690,373.7,withdrawal,01/31/23
3039,1458,89.4,deposit,10/11/23
3040,1161,344.6,withdrawal,04/18/23
3041,225,92.4,withdrawal,02/20/23
3042,1338,18.6,deposit,08/18/23
3043,1515,13.7,deposit,05/21/23
3044,1041,283.5,withdrawal,02/09/24
3045,898,325.7,deposit,04/15/24
3046,961,446.2,withdrawal,08/15/23
3047,1089,341.6,withdrawal,02/09/23
3048,1521,469.8,deposit,02/08/24
3049,1107,289,withdrawal,04/05/24
3050,1050,266.7,withdrawal,03/24/23
3051,750,212.5,deposit,06/25/23
3052,1023,11.7,withdrawal,02/23/23
3053,797,76.6,withdrawal,02/25/24
3054,189,217,withdrawal,04/11/23
3055,856,267.7,deposit,01/17/24
3056,1306,415.8,deposit,01/11/24
3057,872,485.8,withdrawal,11/24/23
3058,107,362.2,withdrawal,05/18/23
3059,996,492.8,withdrawal,01/13/24
3060,837,277.7,withdrawal,06/05/23
3061,1034,71.3,withdrawal,03/16/23
3062,1135,246.1,deposit,09/03/23
3063,568,60.6,withdrawal,04/06/24
3064,953,205.6,withdrawal,09/11/23
3065,1437,482.7,withdrawal,03/09/23
3066,282,113.9,deposit,01/11/24
3067,649,405,withdrawal,01/01/24
3068,645,460.8,deposit,05/21/24
3069,1140,103.6,deposit,03/10/24
3070,1747,428.8,deposit,05/13/23
3071,341,378.3,deposit,11/11/23
3072,165,47.2,deposit,02/07/23
3073,1092,202.1,deposit,04/23/23
3074,809,266.5,withdrawal,01/28/23
3075,1108,422.9,deposit,01/07/23
3076,74,362.7,deposit,01/11/24
3077,867,97.8,deposit,05/05/23
3078,1602,23.6,withdrawal,09/10/23
3079,232,462.3,deposit,07/11/23
3080,127,381.4,deposit,04/14/23
3081,1514,412.9,withdrawal,04/22/24
3082,768,296.3,withdrawal,05/14/24
3083,314,121.5,withdrawal,04/03/24
3084,1609,460.5,withdrawal,07/09/23
3085,770,121.3,withdrawal,05/25/24
3086,1532,460,withdrawal,01/11/23
3087,189,347.7,withdrawal,05/17/24
3088,721,371.1,withdrawal,05/02/24
3089,1631,481.9,deposit,12/07/23
3090,87,489.5,deposit,09/20/23
3091,1135,407.4,withdrawal,08/28/23
3092,223,162.8,withdrawal,09/13/23
3093,940,426,deposit,09/13/23
3094,1336,394,deposit,02/08/24
3095,744,404.5,deposit,04/16/24
3096,1761,155.9,withdrawal,12/08/23
3097,1092,458.9,withdrawal,02/05/24
3098,243,301.1,withdrawal,05/31/23
3099,1304,280,deposit,12/11/23
3100,923,433.4,deposit,04/04/24
3101,718,330.8,withdrawal,11/29/23
3102,1023,426.4,withdrawal,03/05/24
3103,1108,397.5,deposit,01/06/23
3104,710,460.9,deposit,03/04/23
3105,1333,379.6,withdrawal,09/24/23
3106,115,333.6,deposit,05/14/24
3107,1405,226.3,withdrawal,04/07/24
3108,417,473.5,withdrawal,03/12/23
3109,1410,134.9,withdrawal,04/17/23
3110,71,103.8,withdrawal,04/10/23
3111,286,231.4,withdrawal,08/31/23
3112,1560,241.1,withdrawal,02/08/23
3113,380,311.1,deposit,02/15/23
3114,1526,132.8,withdrawal,04/11/23
3115,1187,217.1,deposit,06/24/23
3116,1778,301.5,deposit,04/20/23
3117,635,325.1,withdrawal,09/04/23
3118,150,195.8,withdrawal,04/18/24
3119,441,167.1,deposit,02/23/23
3120,981,500,withdrawal,10/20/23
3121,819,320.7,deposit,04/23/23
3122,411,359,withdrawal,02/12/23
3123,756,423.5,withdrawal,01/26/23
3124,451,93.5,withdrawal,02/04/24
3125,1535,231.1,withdrawal,11/09/23
3126,1799,246.7,withdrawal,07/29/23
3127,1203,45.8,deposit,08/14/23
3128,1467,484.7,deposit,07/01/23
3129,1561,281.8,withdrawal,05/03/23
3130,942,367.1,withdrawal,04/21/24
3131,1371,78.1,deposit,01/09/24
3132,309,327.6,withdrawal,01/15/23
3133,1575,191.9,deposit,01/27/24
3134,1527,105,deposit,03/22/24
3135,1079,352.3,deposit,04/22/23
3136,1657,231.6,withdrawal,05/21/23
3137,76,209.4,deposit,03/09/24
3138,954,217.6,withdrawal,04/29/23
3139,1502,265.6,withdrawal,10/14/23
3140,1167,138.9,deposit,03/10/23
3141,786,77.5,withdrawal,05/12/23
3142,1758,30.5,withdrawal,11/14/23
3143,392,362.8,deposit,12/11/23
3144,59,132.9,deposit,08/09/23
3145,327,260.3,withdrawal,09/19/23
3146,92,428.3,withdrawal,03/21/24
3147,235,445.3,deposit,03/13/24
3148,1339,121.7,withdrawal,01/09/23
3149,700,317.1,deposit,04/13/24
3150,298,152.9,withdrawal,05/20/24
3151,282,137.4,deposit,03/26/23
3152,186,10.6,withdrawal,06/09/23
3153,1416,127.7,deposit,07/23/23
3154,978,23.8,withdrawal,04/23/24
3155,154,231.5,withdrawal,06/26/23
3156,961,157.7,withdrawal,03/30/24
3157,67,202.1,withdrawal,03/15/24
3158,364,63.1,withdrawal,10/26/23
3159,489,200.2,withdrawal,10/06/23
3160,264,416.2,withdrawal,11/30/23
3161,972,154.9,withdrawal,09/03/23
3162,1576,164.4,deposit,02/29/24
3163,1335,173,withdrawal,01/10/24
3164,286,246.7,deposit,03/28/23
3165,938,160.6,deposit,11/13/23
3166,1623,491.4,withdrawal,07/20/23
3167,376,16.7,withdrawal,04/04/23
3168,6,486.3,withdrawal,07/15/23
3169,988,42.9,deposit,05/13/23
3170,1037,88,withdrawal,07/22/23
3171,825,342.6,withdrawal,04/09/24
3172,302,99.8,withdrawal,12/30/23
3173,1050,86.6,withdrawal,05/02/24
3174,450,442.2,withdrawal,02/08/24
3175,1775,102.1,deposit,04/06/23
3176,130,112.6,deposit,04/29/24
3177,1127,13.7,deposit,02/28/23
3178,757,155.4,deposit,01/20/24
3179,848,179.1,deposit,08/30/23
3180,1129,179.1,deposit,02/23/24
3181,940,134.8,withdrawal,10/22/23
3182,1284,172.6,withdrawal,01/20/24
3183,677,200.7,withdrawal,07/04/23
3184,525,407.3,withdrawal,03/24/24
3185,847,83.2,withdrawal,02/14/23
3186,64,272.9,withdrawal,02/27/24
3187,209,293.4,withdrawal,09/15/23
3188,968,484.4,deposit,04/19/24
3189,1520,13.7,withdrawal,03/01/23
3190,1276,431.2,deposit,03/29/24
3191,262,40.5,deposit,03/22/24
3192,954,100.9,withdrawal,02/23/23
3193,1118,50.8,deposit,05/14/24
3194,1013,436.7,deposit,10/26/23
3195,228,36.1,withdrawal,08/14/23
3196,44,139.3,deposit,01/14/24
3197,1190,69.9,withdrawal,07/05/23
3198,1451,231.5,withdrawal,08/17/23
3199,495,426.7,deposit,01/06/24
3200,217,308.1,withdrawal,10/30/23
3201,340,178.6,deposit,08/20/23
3202,1193,45.4,withdrawal,02/28/23
3203,754,8.9,withdrawal,09/29/23
3204,1595,374.4,deposit,11/24/23
3205,1165,215.2,withdrawal,01/24/24
3206,1620,197,withdrawal,01/25/24
3207,55,159.8,deposit,04/16/24
3208,536,70.9,withdrawal,09/07/23
3209,74,375.6,withdrawal,10/01/23
3210,1112,358.2,deposit,07/01/23
3211,184,222.7,deposit,04/08/23
3212,1351,43.5,deposit,02/03/24
3213,169,181.9,deposit,05/28/24
3214,1381,21.5,withdrawal,01/16/24
3215,132,497.9,withdrawal,04/09/24
3216,1237,366.1,deposit,06/20/23
3217,1336,144.6,withdrawal,10/02/23
3218,216,60.7,deposit,11/21/23
3219,493,329.2,deposit,01/04/23
3220,405,118.3,deposit,03/14/23
3221,1796,70.8,deposit,01/01/24
3222,135,332,withdrawal,02/19/23
3223,1146,475.5,deposit,05/30/24
3224,540,152.5,withdrawal,09/04/23
3225,1603,216.8,deposit,02/05/24
3226,1583,311.1,deposit,12/18/23
3227,1214,417.2,deposit,02/13/24
3228,1772,269.1,deposit,04/17/23
3229,776,172.1,withdrawal,10/30/23
3230,1613,47.5,withdrawal,02/07/23
3231,1026,244,withdrawal,03/13/24
3232,714,30.1,withdrawal,05/19/24
3233,345,209.6,withdrawal,04/02/23
3234,1692,311.2,withdrawal,01/18/23
3235,1456,169.9,withdrawal,11/25/23
3236,792,444.6,deposit,09/27/23
3237,111,299.5,withdrawal,05/13/23
3238,1210,222,deposit,05/22/23
3239,1603,106.4,deposit,06/18/23
3240,677,105.7,withdrawal,04/09/24
3241,1363,47.8,deposit,10/06/23
3242,343,255.4,deposit,05/28/23
3243,1214,187.9,withdrawal,06/30/23
3244,1053,317.1,withdrawal,12/24/23
3245,1575,228.7,withdrawal,04/12/23
3246,363,393,withdrawal,01/29/23
3247,1072,380.1,deposit,06/07/23
3248,781,356.9,deposit,10/25/23
3249,736,234.9,withdrawal,04/12/24
3250,245,330.5,deposit,10/26/23
3251,1287,215.9,withdrawal,12/20/23
3252,186,306.3,withdrawal,04/13/24
3253,193,40.3,withdrawal,09/22/23
3254,400,211.7,withdrawal,02/21/24
3255,597,214.3,deposit,12/15/23
3256,457,283.6,deposit,03/07/24
3257,1547,73.1,deposit,11/04/23
3258,1126,278.3,withdrawal,01/10/24
3259,1512,163.6,deposit,02/25/23
3260,376,241.7,withdrawal,04/15/23
3261,967,69.3,withdrawal,03/30/23
3262,959,41.4,deposit,03/01/23
3263,42,473.6,withdrawal,01/30/23
3264,105,137.6,withdrawal,08/12/23
3265,254,259.7,deposit,07/03/23
3266,169,350.1,withdrawal,11/03/23
3267,1231,335.4,deposit,08/27/23
3268,1154,283.5,deposit,01/06/24
3269,1631,354.2,deposit,02/10/23
3270,1242,141.9,deposit,06/01/23
3271,433,374.9,deposit,09/09/23
3272,1504,244.3,deposit,07/31/23
3273,1417,273.3,withdrawal,01/30/24
3274,1299,17.4,withdrawal,02/27/24
3275,1181,412.7,deposit,09/04/23
3276,1020,187.8,deposit,02/11/23
3277,1653,340,withdrawal,09/13/23
3278,176,342.9,deposit,08/16/23
3279,1453,95.9,deposit,06/21/23
3280,921,120.3,withdrawal,12/22/23
3281,1783,238,deposit,12/04/23
3282,70,157.5,deposit,03/01/24
3283,450,400.3,withdrawal,03/24/23
3284,729,302.3,withdrawal,01/11/24
3285,196,158.4,withdrawal,04/16/24
3286,1221,490,deposit,02/12/24
3287,1183,185.7,deposit,04/14/23
3288,799,262.9,withdrawal,04/30/23
3289,72,334.3,deposit,04/19/23
3290,365,345.8,deposit,01/03/24
3291,163,234.6,deposit,06/02/23
3292,1530,81,deposit,01/20/23
3293,714,188.3,withdrawal,12/19/23
3294,1548,273.6,withdrawal,02/12/24
3295,1597,246.9,withdrawal,04/15/24
3296,856,245.7,deposit,07/15/23
3297,818,148.4,deposit,10/24/23
3298,1472,36.6,deposit,07/27/23
3299,1214,226.9,withdrawal,02/05/23
3300,472,112.6,deposit,01/10/24
3301,628,284,deposit,05/31/23
3302,740,333.1,deposit,07/24/23
3303,1283,53.2,deposit,04/10/24
3304,1429,364.7,withdrawal,04/19/23
3305,1250,149.3,deposit,01/20/24
3306,480,169.3,withdrawal,03/21/23
3307,1309,152,deposit,05/08/24
3308,1111,18.9,deposit,04/01/23
3309,1408,166.4,deposit,07/02/23
3310,87,142.5,withdrawal,11/07/23
3311,1500,268.5,deposit,01/22/24
3312,1214,357.1,withdrawal,08/14/23
3313,189,402.1,withdrawal,03/15/23
3314,1039,486.2,deposit,08/07/23
3315,1474,29.4,deposit,02/16/23
3316,440,234.4,withdrawal,07/10/23
3317,1197,324,deposit,03/19/24
3318,1042,430.7,deposit,01/07/24
3319,944,185.7,deposit,02/20/24
3320,31,391.2,deposit,11/15/23
3321,481,295.8,withdrawal,04/11/23
3322,1759,213.8,withdrawal,05/09/23
3323,1302,287.6,deposit,12/05/23
3324,1197,23.1,deposit,11/24/23
3325,524,221.4,deposit,03/19/24
3326,1376,255,deposit,10/23/23
3327,182,203.8,deposit,04/27/23
3328,501,27.6,deposit,04/30/23
3329,1532,190.1,deposit,03/04/23
3330,821,77.5,deposit,02/19/24
3331,1603,278.6,withdrawal,05/11/24
3332,1128,406,deposit,09/08/23
3333,413,67.8,deposit,01/30/24
3334,1186,187.4,deposit,03/28/24
3335,429,465.6,deposit,05/28/24
3336,17,12.1,withdrawal,04/15/24
3337,629,401.8,deposit,06/12/23
3338,1276,297.2,deposit,10/16/23
3339,560,110.7,withdrawal,04/06/24
3340,1458,410.6,withdrawal,01/27/23
3341,956,257.8,withdrawal,08/04/23
3342,1073,287.2,withdrawal,05/07/24
3343,408,262.7,deposit,03/20/24
3344,249,176.9,deposit,05/11/24
3345,699,495.4,withdrawal,03/16/24
3346,1533,479.1,withdrawal,05/03/23
3347,1121,130.3,withdrawal,06/12/23
3348,126,279.3,deposit,01/11/24
3349,265,402.5,deposit,11/03/23
3350,457,64.6,withdrawal,05/08/24
3351,151,344.5,withdrawal,03/23/23
3352,1573,22.1,withdrawal,11/28/23
3353,1344,465.2,withdrawal,02/21/23
3354,1254,86.1,deposit,04/26/23
3355,1286,236.2,withdrawal,08/24/23
3356,1708,183.2,deposit,02/10/24
3357,976,222.4,withdrawal,01/22/23
3358,929,359,deposit,05/14/24
3359,1799,466.8,withdrawal,04/09/24
3360,663,418.2,deposit,12/17/23
3361,1211,120.6,withdrawal,01/05/23
3362,1569,374.4,deposit,01/24/23
3363,935,492.8,deposit,02/16/23
3364,1337,294.7,withdrawal,09/11/23
3365,900,133.8,withdrawal,02/14/24
3366,628,398.9,deposit,02/25/23
3367,1411,498.8,deposit,02/28/24
3368,1643,358.4,withdrawal,04/01/23
3369,1316,148.5,deposit,05/13/24
3370,987,423.8,deposit,01/13/24
3371,521,70,deposit,08/14/23
3372,168,103.6,withdrawal,07/25/23
3373,1360,61.4,deposit,05/02/24
3374,413,458.1,deposit,05/07/24
3375,391,385.4,withdrawal,12/19/23
3376,1187,282.9,deposit,05/12/23
3377,1710,474.7,deposit,02/23/23
3378,1012,485.9,deposit,07/21/23
3379,856,70.9,withdrawal,02/10/23
3380,440,459.4,deposit,11/13/23
3381,1257,235.2,deposit,07/28/23
3382,987,424.4,withdrawal,02/25/23
3383,1476,407.5,withdrawal,04/25/24
3384,1325,12.8,withdrawal,11/26/23
3385,671,221.8,withdrawal,12/17/23
3386,444,253.7,deposit,05/12/23
3387,1301,463.3,withdrawal,03/20/23
3388,575,346.7,withdrawal,03/31/23
3389,500,288.7,withdrawal,06/07/23
3390,117,104.5,deposit,07/29/23
3391,934,298.4,deposit,12/29/23
3392,690,343.9,withdrawal,01/28/24
3393,583,98.7,deposit,03/04/24
3394,765,97.9,withdrawal,04/12/24
3395,1645,112.7,deposit,02/29/24
3396,375,24.2,deposit,10/01/23
3397,52,192,withdrawal,02/20/24
3398,1784,295.3,withdrawal,02/04/24
3399,232,290.1,withdrawal,09/28/23
3400,416,184.5,deposit,02/09/24
3401,162,113.1,withdrawal,09/05/23
3402,749,474.5,deposit,01/15/24
3403,1533,95.6,withdrawal,10/08/23
3404,1475,451,deposit,05/27/24
3405,1498,57.6,withdrawal,12/28/23
3406,660,195.1,deposit,12/20/23
