transactionId,accountId,balance,type
2649,160,197.9,withdrawal
2650,491,82.2,deposit
2651,921,45.5,withdrawal
2652,1409,455.4,withdrawal
2653,1572,481.6,deposit
2654,435,70.2,withdrawal
2655,1128,148.2,deposit
2656,817,378.4,deposit
2657,1374,45,deposit
2658,430,22.6,deposit
2659,1603,118.9,deposit
2660,234,190.2,withdrawal
2661,507,146,deposit
2662,1650,120.4,deposit
2663,1628,261.9,deposit
2664,298,283.3,deposit
2665,1615,321.2,deposit
2666,1437,355.3,deposit
2667,736,352.9,deposit
2668,811,301.9,withdrawal
2669,1289,38.8,withdrawal
2670,1734,13.8,deposit
2671,328,248.9,deposit
2672,1700,355.9,deposit
2673,1383,421.4,deposit
2674,1483,163.1,withdrawal
2675,587,222.2,deposit
2676,1565,314.4,withdrawal
2677,835,28.3,withdrawal
2678,1366,353.6,withdrawal
2679,1050,68.2,deposit
2680,1191,428.7,deposit
2681,169,229.8,withdrawal
2682,1413,102.3,withdrawal
2683,776,65,withdrawal
2684,1048,116.6,deposit
2685,749,358.3,withdrawal
2686,453,159,deposit
2687,1728,397.8,deposit
2688,1615,120.4,deposit
2689,497,95.8,withdrawal
2690,113,415.7,deposit
2691,1570,399.1,deposit
2692,1055,194.8,deposit
2693,1634,398.1,withdrawal
2694,689,156.8,deposit
2695,275,164.3,withdrawal
2696,1218,169.3,deposit
2697,1361,365.9,deposit
2698,133,88.8,deposit
2699,171,481,withdrawal
2700,1723,121.8,deposit
2701,948,398.7,withdrawal
2702,1354,327.4,deposit
2703,937,83.8,withdrawal
2704,1118,277.7,deposit
2705,704,55.6,withdrawal
2706,958,288,withdrawal
2707,1255,113.1,deposit
2708,1091,374.8,withdrawal
2709,913,158.6,withdrawal
2710,121,53.6,withdrawal
2711,1350,397.3,deposit
2712,1026,46.3,deposit
2713,1315,334.3,deposit
2714,1500,259.4,withdrawal
2715,1508,166.8,withdrawal
2716,1492,471,deposit
2717,773,195.2,withdrawal
2718,644,498.7,withdrawal
2719,592,372.9,deposit
2720,1074,55.3,withdrawal
2721,1705,190.5,deposit
2722,643,241.1,deposit
2723,461,95.4,deposit
2724,786,304.5,withdrawal
2725,1174,347.2,deposit
2726,1275,269.2,withdrawal
2727,1301,376,deposit
2728,1426,56.1,withdrawal
2729,1350,409.2,withdrawal
2730,1400,23.4,withdrawal
2731,712,391.3,withdrawal
2732,1061,348.7,withdrawal
2733,932,450.1,withdrawal
2734,1736,289.8,deposit
2735,613,214.7,withdrawal
2736,45,115.8,deposit
2737,1560,162.2,withdrawal
2738,1037,27.8,withdrawal
2739,1558,161.5,withdrawal
2740,1580,389.4,deposit
2741,304,390,deposit
2742,1595,143.8,deposit
2743,820,322.2,withdrawal
2744,459,128.2,deposit
2745,1665,106.5,deposit
2746,1764,51.3,withdrawal
2747,1321,371.9,withdrawal
2748,110,227.1,deposit
2749,1019,427.6,deposit
2750,1714,465,deposit
2751,314,72.8,withdrawal
2752,1457,280.3,withdrawal
2753,412,246.2,withdrawal
2754,230,35.8,deposit
2755,164,189.5,deposit
2756,365,391.5,withdrawal
2757,1410,427.9,withdrawal
2758,1298,49.4,deposit
2759,545,318.4,withdrawal
2760,1745,148.2,deposit
2761,1155,59.3,deposit
2762,892,169.7,withdrawal
2763,1045,371.4,deposit
2764,1800,263.9,deposit
2765,174,163.6,deposit
2766,206,121.1,deposit
2767,1497,494.8,withdrawal
2768,1600,148.6,withdrawal
2769,1708,477.6,withdrawal
2770,1327,442.3,withdrawal
2771,515,81.3,deposit
2772,1155,416,withdrawal
2773,1759,210.7,deposit
2774,316,180.7,deposit
2775,286,348.3,withdrawal
2776,42,171.6,withdrawal
2777,797,272.2,withdrawal
2778,651,204.2,deposit
2779,1751,73.6,withdrawal
2780,556,478.4,withdrawal
2781,1627,16.9,withdrawal
2782,692,458.5,withdrawal
2783,45,12.4,deposit
2784,1574,452.4,withdrawal
2785,33,184.9,withdrawal
2786,1382,450.8,withdrawal
2787,770,403.8,withdrawal
2788,922,284.7,withdrawal
2789,1718,325.3,deposit
2790,1751,50.1,deposit
2791,578,483.6,deposit
2792,717,343.7,deposit
2793,428,53,withdrawal
2794,98,259.1,deposit
2795,1428,243.6,withdrawal
2796,1464,51.2,deposit
2797,118,244.7,withdrawal
2798,1795,392.6,deposit
2799,1494,187.5,withdrawal
2800,1227,362,withdrawal
2801,851,66.5,deposit
2802,1482,346.8,withdrawal
2803,1477,173.9,deposit
2804,1257,409.9,deposit
2805,21,400.5,deposit
2806,489,237.1,withdrawal
2807,501,409.1,deposit
2808,461,138.9,withdrawal
2809,1240,84.7,deposit
2810,68,308.5,deposit
2811,1053,218.4,withdrawal
2812,1150,429,withdrawal
2813,678,333.1,withdrawal
2814,708,29,deposit
2815,357,497.8,withdrawal
2816,551,274.1,deposit
2817,1606,214.9,deposit
2818,1495,445.4,withdrawal
2819,620,85.6,withdrawal
2820,192,424,deposit
2821,511,190.9,deposit
2822,680,481.6,withdrawal
2823,1734,491.6,withdrawal
2824,618,146.3,deposit
2825,1447,271.6,withdrawal
2826,103,87.6,withdrawal
2827,1723,177.7,deposit
2828,1460,246.6,withdrawal
2829,1184,158.7,deposit
2830,205,332.6,deposit
2831,731,43.5,deposit
2832,1416,19.5,deposit
2833,1480,401.6,deposit
2834,64,119.2,withdrawal
2835,395,24.8,deposit
2836,392,167.2,withdrawal
2837,1561,475.2,withdrawal
2838,489,117.9,deposit
2839,955,323,withdrawal
2840,696,243,deposit
2841,618,335.5,deposit
2842,867,343.7,withdrawal
2843,529,84.6,deposit
2844,655,219.1,deposit
2845,3,395.7,withdrawal
2846,1017,107.3,withdrawal
2847,165,205.4,deposit
2848,180,395.5,deposit
2849,967,453.3,withdrawal
2850,1537,224.4,withdrawal
2851,1041,351.8,withdrawal
2852,734,470.9,deposit
2853,1117,101.9,deposit
2854,327,141,deposit
2855,278,121.7,deposit
2856,728,250.5,withdrawal
2857,868,360.7,withdrawal
2858,1154,48.8,withdrawal
2859,1137,495.6,deposit
2860,1427,482.9,withdrawal
2861,491,367.7,deposit
2862,952,263,withdrawal
2863,440,13.6,deposit
2864,313,418.2,deposit
2865,286,96.2,withdrawal
2866,1621,313.5,deposit
2867,144,168.8,deposit
2868,1776,422.8,withdrawal
2869,1212,161,deposit
2870,384,88,deposit
2871,1741,144,withdrawal
2872,139,372.8,withdrawal
2873,1737,25.3,deposit
2874,1511,451.4,withdrawal
2875,859,495.5,deposit
2876,1387,411.8,deposit
2877,1458,47.8,deposit
2878,442,283.7,deposit
2879,1099,117.6,withdrawal
2880,705,463,withdrawal
2881,1409,432.6,withdrawal
2882,221,433.2,deposit
2883,393,376.7,withdrawal
2884,215,476.9,deposit
2885,1230,301.5,withdrawal
2886,395,500.5,withdrawal
2887,836,202.4,deposit
2888,1051,285.6,deposit
2889,1784,160.1,deposit
2890,1458,195.1,withdrawal
2891,1301,154.7,withdrawal
2892,100,392.8,withdrawal
2893,1126,348.1,deposit
2894,306,251.4,withdrawal
2895,65,372.3,deposit
2896,1069,321.7,withdrawal
2897,937,50.7,deposit
2898,1398,233.7,deposit
2899,1285,500,withdrawal
2900,1065,202.9,withdrawal
2901,1022,44.8,deposit
2902,786,149.7,withdrawal
2903,1369,467.9,withdrawal
2904,1044,197.8,deposit
2905,78,446.8,withdrawal
2906,617,169,withdrawal
2907,931,473,deposit
2908,678,476,withdrawal
2909,232,100.2,withdrawal
2910,639,433.3,withdrawal
2911,874,399.2,withdrawal
2912,1681,8.2,deposit
2913,421,396.3,deposit
2914,1318,498.4,deposit
2915,1467,266.7,deposit
2916,981,108.1,deposit
2917,28,337.8,deposit
2918,758,468.3,deposit
2919,26,454.1,withdrawal
2920,153,54.9,deposit
2921,1543,214.9,withdrawal
2922,1532,94.2,withdrawal
2923,1006,212.8,deposit
2924,156,282.8,deposit
2925,1503,94,withdrawal
2926,67,390.3,deposit
2927,910,73.1,withdrawal
2928,1780,267.7,withdrawal
2929,559,470.2,deposit
2930,1461,386.6,deposit
2931,481,120.6,deposit
2932,433,76.6,withdrawal
2933,1647,188.4,withdrawal
2934,650,55.5,deposit
2935,865,312.3,withdrawal
2936,1025,297.9,deposit
2937,333,65.1,deposit
2938,797,76.1,withdrawal
2939,1077,160.8,deposit
2940,861,14,deposit
2941,1181,475.3,deposit
2942,1564,128.5,withdrawal
2943,760,133.3,deposit
2944,1531,32.1,deposit
2945,12,357.5,deposit
2946,701,5.1,deposit
2947,1688,415.8,withdrawal
2948,538,164.4,deposit
2949,814,96.3,deposit
2950,1634,331.9,deposit
2951,1450,355.9,deposit
2952,1064,95.6,deposit
2953,301,136.4,deposit
2954,1481,299,withdrawal
2955,1329,326.4,deposit
2956,1253,226.7,deposit
2957,718,71.5,withdrawal
2958,1236,493.2,withdrawal
2959,644,95.8,withdrawal
2960,854,365.7,deposit
2961,1473,406.8,deposit
2962,103,167.2,withdrawal
2963,877,337.1,deposit
2964,1562,62.1,withdrawal
2965,1777,286.1,deposit
2966,1286,212.2,deposit
2967,400,95.4,withdrawal
2968,1433,111.1,deposit
2969,715,50.9,withdrawal
2970,1630,9.2,withdrawal
2971,292,210.3,withdrawal
2972,149,417.9,withdrawal
2973,1601,49.7,withdrawal
2974,1481,436.5,deposit
2975,853,221.5,deposit
2976,1091,130,withdrawal
2977,377,166.7,withdrawal
2978,95,94,withdrawal
2979,1582,328.9,deposit
2980,1594,437,deposit
2981,175,235.6,deposit
2982,1720,150,withdrawal
2983,1339,158.1,deposit
2984,1187,436.8,deposit
2985,840,421.3,deposit
2986,208,449.3,deposit
2987,1715,24,deposit
2988,560,329.7,deposit
2989,664,213.3,withdrawal
2990,42,267.6,withdrawal
2991,754,183.2,deposit
2992,1534,169.6,deposit
2993,1103,498.7,deposit
2994,1474,272.1,deposit
2995,1738,222,deposit
2996,1449,70.3,withdrawal
2997,1265,201.4,withdrawal
2998,1460,136.8,deposit
2999,165,172.4,deposit
3000,424,174.4,withdrawal
3001,1380,17.8,deposit
3002,306,336.9,deposit
3003,1351,491.3,deposit
3004,864,459.7,deposit
3005,141,261.6,withdrawal
3006,1274,379.5,deposit
3007,1012,9.2,deposit
3008,1120,500.1,withdrawal
3009,729,137.3,withdrawal
3010,876,212,withdrawal
3011,1065,431.3,deposit
3012,299,204.5,deposit
3013,1157,75.1,withdrawal
3014,228,107.4,withdrawal
3015,375,196.1,deposit
3016,1714,401.6,withdrawal
3017,494,486.5,deposit
3018,808,140.4,deposit
3019,700,407.4,withdrawal
3020,1129,224.7,withdrawal
3021,1595,30.8,withdrawal
3022,495,128.2,withdrawal
3023,890,481,withdrawal
3024,1320,9.1,deposit
3025,1358,241.1,withdrawal
3026,427,267.7,withdrawal
3027,893,127.9,deposit
3028,1732,224.5,deposit
3029,659,198.5,deposit
3030,1421,201.2,deposit
3031,523,258.7,withdrawal
3032,917,403,deposit
3033,1161,223.3,withdrawal
3034,327,453.1,withdrawal
3035,1359,448.7,withdrawal
3036,15,184.6,deposit
3037,983,29.7,withdrawal
3038,1690,373.7,withdrawal
3039,1458,89.4,deposit
3040,1161,344.6,withdrawal
3041,225,92.4,withdrawal
3042,1338,18.6,deposit
3043,1515,13.7,deposit
3044,1041,283.5,withdrawal
3045,898,325.7,deposit
3046,961,446.2,withdrawal
3047,1089,341.6,withdrawal
3048,1521,469.8,deposit
3049,1107,289,withdrawal
3050,1050,266.7,withdrawal
3051,750,212.5,deposit
3052,1023,11.7,withdrawal
3053,797,76.6,withdrawal
3054,189,217,withdrawal
3055,856,267.7,deposit
3056,1306,415.8,deposit
3057,872,485.8,withdrawal
3058,107,362.2,withdrawal
3059,996,492.8,withdrawal
3060,837,277.7,withdrawal
3061,1034,71.3,withdrawal
3062,1135,246.1,deposit
3063,568,60.6,withdrawal
3064,953,205.6,withdrawal
3065,1437,482.7,withdrawal
3066,282,113.9,deposit
3067,649,405,withdrawal
3068,645,460.8,deposit
3069,1140,103.6,deposit
3070,1747,428.8,deposit
3071,341,378.3,deposit
3072,165,47.2,deposit
3073,1092,202.1,deposit
3074,809,266.5,withdrawal
3075,1108,422.9,deposit
3076,74,362.7,deposit
3077,867,97.8,deposit
3078,1602,23.6,withdrawal
3079,232,462.3,deposit
3080,127,381.4,deposit
3081,1514,412.9,withdrawal
3082,768,296.3,withdrawal
3083,314,121.5,withdrawal
3084,1609,460.5,withdrawal
3085,770,121.3,withdrawal
3086,1532,460,withdrawal
3087,189,347.7,withdrawal
3088,721,371.1,withdrawal
3089,1631,481.9,deposit
3090,87,489.5,deposit
3091,1135,407.4,withdrawal
3092,223,162.8,withdrawal
3093,940,426,deposit
3094,1336,394,deposit
3095,744,404.5,deposit
3096,1761,155.9,withdrawal
3097,1092,458.9,withdrawal
3098,243,301.1,withdrawal
3099,1304,280,deposit
3100,923,433.4,deposit
3101,718,330.8,withdrawal
3102,1023,426.4,withdrawal
3103,1108,397.5,deposit
3104,710,460.9,deposit
3105,1333,379.6,withdrawal
3106,115,333.6,deposit
3107,1405,226.3,withdrawal
3108,417,473.5,withdrawal
3109,1410,134.9,withdrawal
3110,71,103.8,withdrawal
3111,286,231.4,withdrawal
3112,1560,241.1,withdrawal
3113,380,311.1,deposit
3114,1526,132.8,withdrawal
3115,1187,217.1,deposit
3116,1778,301.5,deposit
3117,635,325.1,withdrawal
3118,150,195.8,withdrawal
3119,441,167.1,deposit
3120,981,500,withdrawal
3121,819,320.7,deposit
3122,411,359,withdrawal
3123,756,423.5,withdrawal
3124,451,93.5,withdrawal
3125,1535,231.1,withdrawal
3126,1799,246.7,withdrawal
3127,1203,45.8,deposit
3128,1467,484.7,deposit
3129,1561,281.8,withdrawal
3130,942,367.1,withdrawal
3131,1371,78.1,deposit
3132,309,327.6,withdrawal
3133,1575,191.9,deposit
3134,1527,105,deposit
3135,1079,352.3,deposit
3136,1657,231.6,withdrawal
3137,76,209.4,deposit
3138,954,217.6,withdrawal
3139,1502,265.6,withdrawal
3140,1167,138.9,deposit
3141,786,77.5,withdrawal
3142,1758,30.5,withdrawal
3143,392,362.8,deposit
3144,59,132.9,deposit
3145,327,260.3,withdrawal
3146,92,428.3,withdrawal
3147,235,445.3,deposit
3148,1339,121.7,withdrawal
3149,700,317.1,deposit
3150,298,152.9,withdrawal
3151,282,137.4,deposit
3152,186,10.6,withdrawal
3153,1416,127.7,deposit
3154,978,23.8,withdrawal
3155,154,231.5,withdrawal
3156,961,157.7,withdrawal
3157,67,202.1,withdrawal
3158,364,63.1,withdrawal
3159,489,200.2,withdrawal
3160,264,416.2,withdrawal
3161,972,154.9,withdrawal
3162,1576,164.4,deposit
3163,1335,173,withdrawal
3164,286,246.7,deposit
3165,938,160.6,deposit
3166,1623,491.4,withdrawal
3167,376,16.7,withdrawal
3168,6,486.3,withdrawal
3169,988,42.9,deposit
3170,1037,88,withdrawal
3171,825,342.6,withdrawal
3172,302,99.8,withdrawal
3173,1050,86.6,withdrawal
3174,450,442.2,withdrawal
3175,1775,102.1,deposit
3176,130,112.6,deposit
3177,1127,13.7,deposit
3178,757,155.4,deposit
3179,848,179.1,deposit
3180,1129,179.1,deposit
3181,940,134.8,withdrawal
3182,1284,172.6,withdrawal
3183,677,200.7,withdrawal
3184,525,407.3,withdrawal
3185,847,83.2,withdrawal
3186,64,272.9,withdrawal
3187,209,293.4,withdrawal
3188,968,484.4,deposit
3189,1520,13.7,withdrawal
3190,1276,431.2,deposit
3191,262,40.5,deposit
3192,954,100.9,withdrawal
3193,1118,50.8,deposit
3194,1013,436.7,deposit
3195,228,36.1,withdrawal
3196,44,139.3,deposit
3197,1190,69.9,withdrawal
3198,1451,231.5,withdrawal
3199,495,426.7,deposit
3200,217,308.1,withdrawal
3201,340,178.6,deposit
3202,1193,45.4,withdrawal
3203,754,8.9,withdrawal
3204,1595,374.4,deposit
3205,1165,215.2,withdrawal
3206,1620,197,withdrawal
3207,55,159.8,deposit
3208,536,70.9,withdrawal
3209,74,375.6,withdrawal
3210,1112,358.2,deposit
3211,184,222.7,deposit
3212,1351,43.5,deposit
3213,169,181.9,deposit
3214,1381,21.5,withdrawal
3215,132,497.9,withdrawal
3216,1237,366.1,deposit
3217,1336,144.6,withdrawal
3218,216,60.7,deposit
3219,493,329.2,deposit
3220,405,118.3,deposit
3221,1796,70.8,deposit
3222,135,332,withdrawal
3223,1146,475.5,deposit
3224,540,152.5,withdrawal
3225,1603,216.8,deposit
3226,1583,311.1,deposit
3227,1214,417.2,deposit
3228,1772,269.1,deposit
3229,776,172.1,withdrawal
3230,1613,47.5,withdrawal
3231,1026,244,withdrawal
3232,714,30.1,withdrawal
3233,345,209.6,withdrawal
3234,1692,311.2,withdrawal
3235,1456,169.9,withdrawal
3236,792,444.6,deposit
3237,111,299.5,withdrawal
3238,1210,222,deposit
3239,1603,106.4,deposit
3240,677,105.7,withdrawal
3241,1363,47.8,deposit
3242,343,255.4,deposit
3243,1214,187.9,withdrawal
3244,1053,317.1,withdrawal
3245,1575,228.7,withdrawal
3246,363,393,withdrawal
3247,1072,380.1,deposit
3248,781,356.9,deposit
3249,736,234.9,withdrawal
3250,245,330.5,deposit
3251,1287,215.9,withdrawal
3252,186,306.3,withdrawal
3253,193,40.3,withdrawal
3254,400,211.7,withdrawal
3255,597,214.3,deposit
3256,457,283.6,deposit
3257,1547,73.1,deposit
3258,1126,278.3,withdrawal
3259,1512,163.6,deposit
3260,376,241.7,withdrawal
3261,967,69.3,withdrawal
3262,959,41.4,deposit
3263,42,473.6,withdrawal
3264,105,137.6,withdrawal
3265,254,259.7,deposit
3266,169,350.1,withdrawal
3267,1231,335.4,deposit
3268,1154,283.5,deposit
3269,1631,354.2,deposit
3270,1242,141.9,deposit
3271,433,374.9,deposit
3272,1504,244.3,deposit
3273,1417,273.3,withdrawal
3274,1299,17.4,withdrawal
3275,1181,412.7,deposit
3276,1020,187.8,deposit
3277,1653,340,withdrawal
3278,176,342.9,deposit
3279,1453,95.9,deposit
3280,921,120.3,withdrawal
3281,1783,238,deposit
3282,70,157.5,deposit
3283,450,400.3,withdrawal
3284,729,302.3,withdrawal
3285,196,158.4,withdrawal
3286,1221,490,deposit
3287,1183,185.7,deposit
3288,799,262.9,withdrawal
3289,72,334.3,deposit
3290,365,345.8,deposit
3291,163,234.6,deposit
3292,1530,81,deposit
3293,714,188.3,withdrawal
3294,1548,273.6,withdrawal
3295,1597,246.9,withdrawal
3296,856,245.7,deposit
3297,818,148.4,deposit
3298,1472,36.6,deposit
3299,1214,226.9,withdrawal
3300,472,112.6,deposit
3301,628,284,deposit
3302,740,333.1,deposit
3303,1283,53.2,deposit
3304,1429,364.7,withdrawal
3305,1250,149.3,deposit
3306,480,169.3,withdrawal
3307,1309,152,deposit
3308,1111,18.9,deposit
3309,1408,166.4,deposit
3310,87,142.5,withdrawal
3311,1500,268.5,deposit
3312,1214,357.1,withdrawal
3313,189,402.1,withdrawal
3314,1039,486.2,deposit
3315,1474,29.4,deposit
3316,440,234.4,withdrawal
3317,1197,324,deposit
3318,1042,430.7,deposit
3319,944,185.7,deposit
3320,31,391.2,deposit
3321,481,295.8,withdrawal
3322,1759,213.8,withdrawal
3323,1302,287.6,deposit
3324,1197,23.1,deposit
3325,524,221.4,deposit
3326,1376,255,deposit
3327,182,203.8,deposit
3328,501,27.6,deposit
3329,1532,190.1,deposit
3330,821,77.5,deposit
3331,1603,278.6,withdrawal
3332,1128,406,deposit
3333,413,67.8,deposit
3334,1186,187.4,deposit
3335,429,465.6,deposit
3336,17,12.1,withdrawal
3337,629,401.8,deposit
3338,1276,297.2,deposit
3339,560,110.7,withdrawal
3340,1458,410.6,withdrawal
3341,956,257.8,withdrawal
3342,1073,287.2,withdrawal
3343,408,262.7,deposit
3344,249,176.9,deposit
3345,699,495.4,withdrawal
3346,1533,479.1,withdrawal
3347,1121,130.3,withdrawal
3348,126,279.3,deposit
3349,265,402.5,deposit
3350,457,64.6,withdrawal
3351,151,344.5,withdrawal
3352,1573,22.1,withdrawal
3353,1344,465.2,withdrawal
3354,1254,86.1,deposit
3355,1286,236.2,withdrawal
3356,1708,183.2,deposit
3357,976,222.4,withdrawal
3358,929,359,deposit
3359,1799,466.8,withdrawal
3360,663,418.2,deposit
3361,1211,120.6,withdrawal
3362,1569,374.4,deposit
3363,935,492.8,deposit
3364,1337,294.7,withdrawal
3365,900,133.8,withdrawal
3366,628,398.9,deposit
3367,1411,498.8,deposit
3368,1643,358.4,withdrawal
3369,1316,148.5,deposit
3370,987,423.8,deposit
3371,521,70,deposit
3372,168,103.6,withdrawal
3373,1360,61.4,deposit
3374,413,458.1,deposit
3375,391,385.4,withdrawal
3376,1187,282.9,deposit
3377,1710,474.7,deposit
3378,1012,485.9,deposit
3379,856,70.9,withdrawal
3380,440,459.4,deposit
3381,1257,235.2,deposit
3382,987,424.4,withdrawal
3383,1476,407.5,withdrawal
3384,1325,12.8,withdrawal
3385,671,221.8,withdrawal
3386,444,253.7,deposit
3387,1301,463.3,withdrawal
3388,575,346.7,withdrawal
3389,500,288.7,withdrawal
3390,117,104.5,deposit
3391,934,298.4,deposit
3392,690,343.9,withdrawal
3393,583,98.7,deposit
3394,765,97.9,withdrawal
3395,1645,112.7,deposit
3396,375,24.2,deposit
3397,52,192,withdrawal
3398,1784,295.3,withdrawal
3399,232,290.1,withdrawal
3400,416,184.5,deposit
3401,162,113.1,withdrawal
3402,749,474.5,deposit
3403,1533,95.6,withdrawal
3404,1475,451,deposit
3405,1498,57.6,withdrawal
3406,660,195.1,deposit
3407,463,313.3,deposit
3408,1711,218.8,deposit
3409,914,67.5,withdrawal
3410,1741,82.4,deposit
3411,1529,127.7,deposit
3412,458,373.6,withdrawal
3413,416,242.1,deposit
3414,1091,164.6,withdrawal
3415,27,194,deposit
3416,209,398.5,withdrawal
3417,50,272.4,withdrawal
3418,1405,105.8,withdrawal
3419,311,228.2,deposit
3420,278,197.2,withdrawal
3421,1646,115,deposit
3422,1288,380.5,withdrawal
3423,1477,226.2,deposit
3424,548,91.3,deposit
3425,1125,434.4,withdrawal
3426,1505,103.2,deposit
3427,754,122.3,deposit
3428,752,214.3,deposit
3429,1370,228.2,withdrawal
3430,1595,465.1,withdrawal
3431,487,207.2,deposit
3432,507,500,withdrawal
3433,1550,316.4,deposit
3434,165,415.7,withdrawal
3435,525,15.1,deposit
3436,1193,67.8,deposit
3437,690,392.3,withdrawal
3438,202,466.6,deposit
3439,1672,304,withdrawal
3440,430,267.5,withdrawal
3441,1532,286.4,deposit
3442,1640,39,withdrawal
3443,581,162.5,withdrawal
3444,1359,168.6,deposit
3445,1485,82.6,deposit
3446,1579,320,withdrawal
3447,1589,22,withdrawal
3448,965,227.7,withdrawal
3449,1560,105.4,deposit
3450,1745,311.1,deposit
3451,736,71.7,withdrawal
3452,1680,165.6,withdrawal
3453,98,475.6,deposit
3454,1422,358.9,withdrawal
3455,1675,95.9,withdrawal
3456,141,251.1,deposit
3457,1222,367.8,deposit
3458,1422,288.2,deposit
3459,1217,81.6,deposit
3460,71,381.7,withdrawal
3461,593,415.7,withdrawal
3462,1350,376.8,deposit
3463,1217,466.5,deposit
3464,750,264.1,withdrawal
3465,1070,463.3,withdrawal
3466,24,138.4,withdrawal
3467,1397,160,withdrawal
3468,553,417.3,deposit
3469,197,85.8,withdrawal
3470,813,180.1,deposit
3471,922,332.3,withdrawal
3472,1761,139.6,withdrawal
3473,1115,497.3,deposit
3474,93,255.8,deposit
3475,935,372.4,withdrawal
3476,1551,164.9,deposit
3477,1171,137,deposit
3478,816,139.3,withdrawal
3479,541,163.7,deposit
3480,452,428.6,deposit
3481,1605,117.7,withdrawal
3482,1231,54.7,deposit
3483,1735,315.9,deposit
3484,1774,397,deposit
3485,111,183.2,deposit
3486,630,492,deposit
3487,1692,75.7,deposit
3488,1410,287.2,withdrawal
3489,1482,21.3,deposit
3490,517,11.2,deposit
3491,423,194.5,deposit
3492,1085,462.9,deposit
3493,1105,425.3,deposit
3494,472,175.7,deposit
3495,781,8.6,withdrawal
3496,1226,156.8,withdrawal
3497,1022,315.3,deposit
3498,1144,324.1,withdrawal
3499,1631,433.5,deposit
3500,1082,154.2,withdrawal
3501,1667,457.7,deposit
3502,1303,444.1,withdrawal
3503,135,289.4,withdrawal
3504,418,434.7,deposit
3505,554,92.9,withdrawal
3506,124,207.8,deposit
3507,28,482.1,deposit
3508,880,85.8,deposit
3509,1098,295.9,deposit
3510,1248,412.5,withdrawal
3511,194,84,deposit
3512,1657,281.6,deposit
3513,746,425.6,deposit
3514,337,118.3,deposit
3515,439,10.8,deposit
3516,325,21,withdrawal
3517,1649,308.6,withdrawal
3518,980,125.5,deposit
3519,1275,456,deposit
3520,1013,237.2,withdrawal
3521,1439,11,deposit
3522,1737,15.8,deposit
3523,1660,30.3,withdrawal
3524,441,465,withdrawal
3525,356,285.3,withdrawal
3526,719,360.9,withdrawal
3527,1072,312.3,withdrawal
3528,919,248.9,deposit
3529,425,163,withdrawal
3530,1100,446,withdrawal
3531,961,286.4,deposit
3532,1420,96.5,withdrawal
3533,697,500.8,withdrawal
3534,1226,32.2,deposit
3535,2,498.4,deposit
3536,1270,207.6,deposit
3537,1682,324.9,withdrawal
3538,971,325,deposit
3539,1486,106.3,deposit
3540,341,157.9,withdrawal
3541,187,184.4,deposit
3542,1752,301.5,withdrawal
3543,280,246.1,withdrawal
3544,299,203.6,withdrawal
3545,1752,17.1,deposit
3546,1424,285.9,withdrawal
3547,818,186.2,withdrawal
3548,220,111.5,withdrawal
3549,1446,249.6,deposit
3550,815,238,deposit
3551,267,134.1,withdrawal
3552,320,305.4,withdrawal
3553,1214,50.7,deposit
3554,1210,228.1,deposit
3555,1798,34.7,withdrawal
3556,1056,124.5,deposit
3557,1486,487.6,deposit
3558,725,170.9,withdrawal
3559,871,81.2,withdrawal
3560,715,401.7,deposit
3561,142,126.5,withdrawal
3562,734,38.9,deposit
3563,1097,340.5,withdrawal
3564,725,337.4,deposit
3565,1243,235.5,withdrawal
3566,1461,251.9,withdrawal
3567,1604,94.1,withdrawal
3568,326,278,withdrawal
3569,1759,274.1,deposit
3570,504,462.1,withdrawal
3571,289,360.9,deposit
3572,1141,298.4,deposit
3573,1441,362.7,deposit
3574,1292,50.6,deposit
3575,845,10.2,deposit
3576,1757,239.8,deposit
3577,72,203,deposit
3578,527,10.3,withdrawal
3579,1387,407.1,withdrawal
3580,973,229.5,withdrawal
3581,621,123.5,deposit
3582,239,291.2,withdrawal
3583,642,317.6,withdrawal
3584,486,425.1,withdrawal
3585,1362,471.2,withdrawal
3586,439,444.1,deposit
3587,1372,334.9,deposit
3588,1232,407.6,deposit
3589,1459,93.7,withdrawal
3590,1399,134.9,withdrawal
3591,463,349.7,withdrawal
3592,339,284.1,withdrawal
3593,1435,478.5,deposit
3594,183,133.3,deposit
3595,966,126.4,withdrawal
3596,414,492.9,deposit
3597,1238,55.7,withdrawal
3598,1548,319.6,withdrawal
3599,404,158,deposit
3600,1343,22.7,deposit
3601,568,458,withdrawal
3602,1360,57.7,deposit
3603,623,103.6,deposit
3604,129,432.3,deposit
3605,497,431.8,withdrawal
3606,87,319.3,withdrawal
3607,1024,20.5,withdrawal
3608,809,329.6,deposit
3609,292,362.4,deposit
3610,1594,163,deposit
3611,1383,424.1,withdrawal
3612,1483,320.5,withdrawal
3613,1426,50.2,withdrawal
3614,290,159.3,withdrawal
3615,884,287.1,withdrawal
3616,561,464.7,deposit
3617,1414,406.6,deposit
3618,415,385.7,deposit
3619,695,337.5,withdrawal
3620,1696,50.5,withdrawal
3621,1294,60.4,withdrawal
3622,22,59.6,withdrawal
3623,12,465.9,deposit
3624,1732,382.6,deposit
3625,231,52.4,withdrawal
3626,618,477.7,withdrawal
3627,827,297.2,withdrawal
3628,1659,25.6,deposit
